11.12.2018 14:28:18: 	null , null , null , RPM Bath Sensor: 2209
16.01.2019 16:29:47: 	Temperature: 38 , Humidity: 40 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3616
16.01.2019 16:29:48: 	Temperature: 34 , Humidity: 53 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1379
16.01.2019 16:29:49: 	Temperature: 33 , Humidity: 47 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1551
16.01.2019 16:29:50: 	Temperature: 13 , Humidity: 59 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 658
16.01.2019 16:29:51: 	Temperature: 13 , Humidity: 62 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3675
16.01.2019 16:29:52: 	Temperature: 22 , Humidity: 77 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2702
16.01.2019 16:29:53: 	Temperature: 38 , Humidity: 52 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1975
16.01.2019 16:29:54: 	Temperature: 40 , Humidity: 25 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2385
16.01.2019 16:29:55: 	Temperature: 32 , Humidity: 59 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3355
16.01.2019 16:29:56: 	Temperature: 20 , Humidity: 49 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3132
16.01.2019 16:29:57: 	Temperature: 23 , Humidity: 58 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1332
16.01.2019 16:29:58: 	Temperature: 34 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2894
16.01.2019 16:29:59: 	Temperature: 28 , Humidity: 56 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2929
16.01.2019 16:30:00: 	Temperature: 23 , Humidity: 20 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3366
16.01.2019 16:30:01: 	Temperature: 23 , Humidity: 30 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 713
16.01.2019 16:30:02: 	Temperature: 18 , Humidity: 48 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 376
16.01.2019 16:30:03: 	Temperature: 19 , Humidity: 34 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1268
16.01.2019 16:30:04: 	Temperature: 14 , Humidity: 67 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3279
16.01.2019 16:30:05: 	Temperature: 36 , Humidity: 23 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3095
16.01.2019 16:30:06: 	Temperature: 11 , Humidity: 51 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2247
16.01.2019 16:30:07: 	Temperature: 14 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3398
16.01.2019 16:30:08: 	Temperature: 12 , Humidity: 79 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2449
16.01.2019 16:30:09: 	Temperature: 19 , Humidity: 20 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2545
16.01.2019 16:30:10: 	Temperature: 12 , Humidity: 59 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3756
16.01.2019 16:30:11: 	Temperature: 27 , Humidity: 62 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3334
16.01.2019 16:30:12: 	Temperature: 14 , Humidity: 37 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 995
16.01.2019 16:30:13: 	Temperature: 22 , Humidity: 80 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1577
16.01.2019 16:30:14: 	Temperature: 18 , Humidity: 52 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2867
16.01.2019 16:30:15: 	Temperature: 19 , Humidity: 59 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 797
16.01.2019 16:30:16: 	Temperature: 10 , Humidity: 28 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2995
16.01.2019 16:30:17: 	Temperature: 25 , Humidity: 69 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3286
16.01.2019 16:30:18: 	Temperature: 37 , Humidity: 41 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2506
16.01.2019 16:30:19: 	Temperature: 12 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 700
16.01.2019 16:30:20: 	Temperature: 16 , Humidity: 30 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1253
16.01.2019 16:30:21: 	Temperature: 33 , Humidity: 61 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1841
16.01.2019 16:30:22: 	Temperature: 21 , Humidity: 66 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2422
16.01.2019 16:30:23: 	Temperature: 16 , Humidity: 30 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3885
16.01.2019 16:30:24: 	Temperature: 19 , Humidity: 79 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 709
16.01.2019 16:30:25: 	Temperature: 38 , Humidity: 47 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3544
16.01.2019 16:30:26: 	Temperature: 21 , Humidity: 66 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3999
16.01.2019 16:30:27: 	Temperature: 25 , Humidity: 34 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1867
16.01.2019 16:30:28: 	Temperature: 32 , Humidity: 74 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1744
16.01.2019 16:30:29: 	Temperature: 23 , Humidity: 32 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2245
16.01.2019 16:30:30: 	Temperature: 14 , Humidity: 66 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3776
16.01.2019 16:30:31: 	Temperature: 17 , Humidity: 42 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1027
16.01.2019 16:30:32: 	Temperature: 19 , Humidity: 73 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 678
16.01.2019 16:30:33: 	Temperature: 17 , Humidity: 78 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1322
16.01.2019 16:30:34: 	Temperature: 34 , Humidity: 56 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3807
16.01.2019 16:30:35: 	Temperature: 15 , Humidity: 25 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2939
16.01.2019 16:30:36: 	Temperature: 12 , Humidity: 66 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1746
16.01.2019 16:30:37: 	Temperature: 40 , Humidity: 52 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3143
16.01.2019 16:30:38: 	Temperature: 22 , Humidity: 67 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3958
16.01.2019 16:30:39: 	Temperature: 37 , Humidity: 25 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2155
16.01.2019 16:30:40: 	Temperature: 14 , Humidity: 73 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 648
16.01.2019 16:30:41: 	Temperature: 39 , Humidity: 49 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1370
16.01.2019 16:30:42: 	Temperature: 34 , Humidity: 63 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1322
16.01.2019 16:30:43: 	Temperature: 12 , Humidity: 34 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 797
16.01.2019 16:30:44: 	Temperature: 38 , Humidity: 47 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 911
16.01.2019 16:30:45: 	Temperature: 23 , Humidity: 24 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2516
16.01.2019 16:30:46: 	Temperature: 15 , Humidity: 35 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1358
16.01.2019 16:30:47: 	Temperature: 25 , Humidity: 74 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 476
16.01.2019 16:30:48: 	Temperature: 11 , Humidity: 55 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2770
16.01.2019 16:30:49: 	Temperature: 37 , Humidity: 57 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1820
16.01.2019 16:30:50: 	Temperature: 13 , Humidity: 71 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 704
16.01.2019 16:30:51: 	Temperature: 38 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2855
16.01.2019 16:30:52: 	Temperature: 24 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3026
16.01.2019 16:30:53: 	Temperature: 26 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2572
16.01.2019 16:30:54: 	Temperature: 17 , Humidity: 28 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 971
16.01.2019 16:30:55: 	Temperature: 38 , Humidity: 34 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1459
16.01.2019 16:30:56: 	Temperature: 40 , Humidity: 80 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3627
16.01.2019 16:30:57: 	Temperature: 37 , Humidity: 67 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1000
16.01.2019 16:30:58: 	Temperature: 18 , Humidity: 38 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 886
16.01.2019 16:30:59: 	Temperature: 20 , Humidity: 66 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2125
16.01.2019 16:31:00: 	Temperature: 21 , Humidity: 53 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3009
16.01.2019 16:31:01: 	Temperature: 31 , Humidity: 74 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2858
16.01.2019 16:31:02: 	Temperature: 15 , Humidity: 70 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2480
16.01.2019 16:31:03: 	Temperature: 38 , Humidity: 47 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1308
16.01.2019 16:31:04: 	Temperature: 29 , Humidity: 65 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 503
16.01.2019 16:31:05: 	Temperature: 11 , Humidity: 21 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3988
16.01.2019 16:31:06: 	Temperature: 40 , Humidity: 76 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 615
16.01.2019 16:31:07: 	Temperature: 20 , Humidity: 23 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1070
16.01.2019 16:31:08: 	Temperature: 38 , Humidity: 66 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1639
16.01.2019 16:31:09: 	Temperature: 12 , Humidity: 67 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3212
16.01.2019 16:31:10: 	Temperature: 13 , Humidity: 52 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3421
16.01.2019 16:31:11: 	Temperature: 29 , Humidity: 65 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3841
16.01.2019 16:31:12: 	Temperature: 39 , Humidity: 49 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 890
16.01.2019 16:31:13: 	Temperature: 23 , Humidity: 42 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1573
16.01.2019 16:31:14: 	Temperature: 27 , Humidity: 56 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 562
16.01.2019 16:31:15: 	Temperature: 12 , Humidity: 55 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 916
16.01.2019 16:31:16: 	Temperature: 23 , Humidity: 71 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3338
16.01.2019 16:31:17: 	Temperature: 14 , Humidity: 52 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 713
16.01.2019 16:31:18: 	Temperature: 24 , Humidity: 41 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3238
16.01.2019 16:31:19: 	Temperature: 26 , Humidity: 35 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1639
16.01.2019 16:31:20: 	Temperature: 20 , Humidity: 69 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1944
16.01.2019 16:31:21: 	Temperature: 11 , Humidity: 44 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 810
16.01.2019 16:31:22: 	Temperature: 29 , Humidity: 21 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3172
16.01.2019 16:31:23: 	Temperature: 22 , Humidity: 32 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3466
16.01.2019 16:31:24: 	Temperature: 29 , Humidity: 80 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 748
16.01.2019 16:31:25: 	Temperature: 10 , Humidity: 42 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 569
16.01.2019 16:31:26: 	Temperature: 30 , Humidity: 37 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 652
16.01.2019 16:31:27: 	Temperature: 30 , Humidity: 38 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2242
16.01.2019 16:31:28: 	Temperature: 36 , Humidity: 80 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2285
16.01.2019 16:31:29: 	Temperature: 27 , Humidity: 23 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 498
16.01.2019 16:31:30: 	Temperature: 10 , Humidity: 37 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2185
16.01.2019 16:31:31: 	Temperature: 26 , Humidity: 51 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 577
16.01.2019 16:31:32: 	Temperature: 19 , Humidity: 74 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1976
16.01.2019 16:31:33: 	Temperature: 38 , Humidity: 33 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2782
16.01.2019 16:31:34: 	Temperature: 27 , Humidity: 39 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3532
16.01.2019 16:31:35: 	Temperature: 18 , Humidity: 65 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1893
16.01.2019 16:31:36: 	Temperature: 23 , Humidity: 80 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3788
16.01.2019 16:31:37: 	Temperature: 22 , Humidity: 33 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3750
16.01.2019 16:31:38: 	Temperature: 21 , Humidity: 80 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1409
16.01.2019 16:31:39: 	Temperature: 35 , Humidity: 47 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3555
16.01.2019 16:31:40: 	Temperature: 10 , Humidity: 55 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1107
16.01.2019 16:31:41: 	Temperature: 24 , Humidity: 49 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3263
16.01.2019 16:31:42: 	Temperature: 26 , Humidity: 46 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2112
16.01.2019 16:31:43: 	Temperature: 13 , Humidity: 37 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 443
16.01.2019 16:31:44: 	Temperature: 13 , Humidity: 20 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1380
16.01.2019 16:31:45: 	Temperature: 37 , Humidity: 41 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2722
16.01.2019 16:31:46: 	Temperature: 38 , Humidity: 30 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3981
16.01.2019 16:31:47: 	Temperature: 32 , Humidity: 73 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2634
16.01.2019 16:31:48: 	Temperature: 16 , Humidity: 44 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2660
16.01.2019 16:31:49: 	Temperature: 11 , Humidity: 53 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 873
16.01.2019 16:31:50: 	Temperature: 28 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1933
16.01.2019 16:31:51: 	Temperature: 12 , Humidity: 79 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1389
16.01.2019 16:31:52: 	Temperature: 24 , Humidity: 61 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3127
16.01.2019 16:31:53: 	Temperature: 11 , Humidity: 73 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1453
16.01.2019 16:31:54: 	Temperature: 21 , Humidity: 37 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2069
16.01.2019 16:31:55: 	Temperature: 15 , Humidity: 21 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1892
16.01.2019 16:31:56: 	Temperature: 11 , Humidity: 56 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2474
16.01.2019 16:31:57: 	Temperature: 36 , Humidity: 52 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1990
16.01.2019 16:31:58: 	Temperature: 16 , Humidity: 24 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 699
16.01.2019 16:31:59: 	Temperature: 18 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 659
16.01.2019 16:32:00: 	Temperature: 34 , Humidity: 36 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3737
16.01.2019 16:32:01: 	Temperature: 14 , Humidity: 30 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 695
16.01.2019 16:32:02: 	Temperature: 16 , Humidity: 62 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 851
16.01.2019 16:32:03: 	Temperature: 33 , Humidity: 29 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3241
16.01.2019 16:32:04: 	Temperature: 25 , Humidity: 68 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1468
16.01.2019 16:32:05: 	Temperature: 15 , Humidity: 24 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2247
16.01.2019 16:32:06: 	Temperature: 31 , Humidity: 61 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2617
16.01.2019 16:32:07: 	Temperature: 10 , Humidity: 35 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1484
16.01.2019 16:32:08: 	Temperature: 26 , Humidity: 71 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1549
16.01.2019 16:32:09: 	Temperature: 34 , Humidity: 49 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3908
16.01.2019 16:32:10: 	Temperature: 22 , Humidity: 25 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2787
16.01.2019 16:32:11: 	Temperature: 30 , Humidity: 31 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2989
16.01.2019 16:32:12: 	Temperature: 27 , Humidity: 42 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3883
16.01.2019 16:32:13: 	Temperature: 16 , Humidity: 53 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3589
16.01.2019 16:32:14: 	Temperature: 23 , Humidity: 31 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3609
16.01.2019 16:32:15: 	Temperature: 37 , Humidity: 46 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1463
16.01.2019 16:32:16: 	Temperature: 27 , Humidity: 73 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3438
16.01.2019 16:32:17: 	Temperature: 30 , Humidity: 78 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 941
16.01.2019 16:32:18: 	Temperature: 38 , Humidity: 66 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1784
16.01.2019 16:32:19: 	Temperature: 15 , Humidity: 47 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3097
16.01.2019 16:32:20: 	Temperature: 26 , Humidity: 20 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1265
16.01.2019 16:32:21: 	Temperature: 23 , Humidity: 45 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1201
16.01.2019 16:32:22: 	Temperature: 11 , Humidity: 27 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2593
16.01.2019 16:32:23: 	Temperature: 30 , Humidity: 71 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1860
16.01.2019 16:32:24: 	Temperature: 18 , Humidity: 62 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3130
16.01.2019 16:32:25: 	Temperature: 37 , Humidity: 35 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1904
16.01.2019 16:32:26: 	Temperature: 14 , Humidity: 53 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3328
16.01.2019 16:32:27: 	Temperature: 33 , Humidity: 51 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3369
16.01.2019 16:32:28: 	Temperature: 39 , Humidity: 80 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2352
16.01.2019 16:32:29: 	Temperature: 15 , Humidity: 43 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3296
16.01.2019 16:32:30: 	Temperature: 32 , Humidity: 49 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1706
16.01.2019 16:32:31: 	Temperature: 38 , Humidity: 24 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 680
16.01.2019 16:32:32: 	Temperature: 33 , Humidity: 74 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2446
16.01.2019 16:32:33: 	Temperature: 14 , Humidity: 73 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3051
16.01.2019 16:32:34: 	Temperature: 32 , Humidity: 63 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2929
16.01.2019 16:32:35: 	Temperature: 29 , Humidity: 20 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 398
16.01.2019 16:32:36: 	Temperature: 38 , Humidity: 40 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1910
16.01.2019 16:32:37: 	Temperature: 13 , Humidity: 63 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3765
